id,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1,1.98847e38,-688114.1439331517,-138566.17741760638,83483.74077100866,5.081892952276872,1.3477217822176577,5.506300909087882
2,1.98847e38,-391000.8150949067,-19834.56904886612,86803.04483875091,1.5730132240962333,-3.8185350688929147,6.171082773608082
3,1.98847e38,-711782.1022117551,-15201.330269416561,106410.02819994146,6.316223812268483,2.7387520991426655,-5.458557915197595
4,1.98847e38,-391924.6210087944,-67297.51910494236,-477100.71130419755,3.2913818619892035,3.404126740486378,-3.6213783199640743
5,1.98847e38,-463188.92551873764,21392.98152950636,60784.14443425087,-0.37860533582763756,1.558140289581076,-1.0198680033602066
6,1.98847e38,-930184.5910502782,-519989.53296786186,-145684.13650329743,5.103070154686055,-3.0613332739593813,-1.9504243739313065
7,1.98847e38,-1.5945231554567781e6,12277.26422263286,-358436.2268147605,2.031057412941869,0.44938104611097845,0.4729671006486235
8,1.98847e38,-638901.3313210615,-177099.7623667728,67159.62741425697,9.419733759893933,0.3080558789812871,2.8239545408027094
9,1.98847e38,-597476.279200313,-145798.16431748244,20062.11355520519,6.289160530215092,6.143494965089716,-5.44262010874493
10,1.98847e38,-653848.832096359,-206248.21579229666,1879.8662065246847,-0.45961622397400514,-1.7687792189726255,4.377289188839475
11,1.98847e38,-393045.724003486,-271173.00715507456,-111669.85865405953,3.236514340293295,-3.330208868560315,3.256828588704728
12,1.98847e38,-547352.4538068903,-615773.0422331907,-94021.64029058065,-0.4097062424301581,2.0041652793874634,-0.801423565084806
13,1.98847e38,-116149.25166307279,172014.48115272005,-220058.3159632187,1.9807057782580246,-0.8488477085332677,0.3102507274416263
14,1.98847e38,-181961.36411842436,-138833.42051192338,388390.44473725895,2.73802194044982,-1.6579637751693264,1.3646998452600563
15,1.98847e38,-633502.5479970386,-520279.6000612733,-1198.8051477715824,1.912165465689164,1.132774386932572,-0.524948178615171
16,1.98847e38,-898055.3088103638,-346390.8575275206,-250491.95188365696,4.796722457878865,-0.6090736623904902,1.4284562452436471
17,1.98847e38,-647032.3368045767,439724.3417375125,56492.649868969536,4.70746603758592,4.448359845914032,0.10228595410482005
18,1.98847e38,-472835.15138830245,-165372.21746763098,307786.5497070377,1.7110282996181798,-0.943079285479041,-4.82959232974838
19,1.98847e38,-764230.9665025395,-565970.0232637494,-159986.49067568322,-1.8831951893101326,-0.0633423455977264,2.2357886437155603
20,1.98847e38,-421799.6185423606,-314105.36106692255,63186.690868149984,8.779467742545677,-0.4429576954142515,-3.7269418568746837
21,1.98847e38,-606614.7087197864,-221198.8954556459,-170386.82882894005,0.6838171389182361,0.3705636945559623,-1.5685167982184438
22,1.98847e38,-563677.4147299202,-46153.154914507395,418717.38295466074,1.6154532600026217,3.377888638343636,-1.5095115265691328
23,1.98847e38,-512450.768421902,-191656.65769183842,21517.729808148895,2.591604746551683,2.7894636981582988,1.6455532028852549
24,1.98847e38,-604889.5649390353,-9685.668858951743,101047.48681482593,6.205519739534859,-0.5894283303470065,2.5537692947126835
25,1.98847e38,-524352.2409837339,-42000.3357114229,-42435.36229870082,4.011715141770738,1.956928129062364,-4.480790925923435
26,1.98847e38,-656647.5419942773,-216325.8183199793,35714.03073492721,2.7104094941893986,1.7672884496235042,4.287697743558418
27,1.98847e38,-476758.78846080444,-257523.93106890545,-38403.804282985046,6.04081145145619,2.0407652989017073,5.900828431994523
28,1.98847e38,-435097.8544988396,172443.76251476572,-135656.22464563898,5.459498593840077,0.5410667569241235,-0.4448565878078856
29,1.98847e38,-660684.0092958022,-187676.16928373036,108870.19735627306,-1.3091287983133437,-2.922178532665393,1.8153104541415592
30,1.98847e38,-1.21016552768385e6,79529.2469762924,207875.19743336062,1.6079432422307203,3.126182205251784,-1.7027407185939587
31,1.98847e38,-428475.38095568854,-195821.10995998018,130859.67070825811,7.016011527852384,0.8452681647226157,-2.2142648427139564
32,1.98847e38,-677601.8598607405,-598256.4215691778,1.5120513095602624e6,2.198749629640629,0.9178062815477971,1.1734012905115119
33,1.98847e38,-555020.3647533334,-189856.16537424774,-264364.06392046844,5.92876252426503,-3.528289921986308,-0.9478807124156755
34,1.98847e38,-662008.7278589905,-253612.45176278835,170787.61676507696,0.7176468208762152,-2.031775962435396,-1.563546161078217
35,1.98847e38,-1.0222727600652382e6,-330944.4775875396,-216042.27051264173,0.1416000426871551,0.7027471098081504,-1.3112257115236372
36,1.98847e38,-563713.3456035139,-171001.89685370988,-109687.4206475683,1.0445050760997796,0.14679213962191487,3.7638558746168935
37,1.98847e38,-577936.6368197172,-187700.0127051009,72925.53140968097,0.0001955590364390858,2.5880034452040137,4.337925278949319
38,1.98847e38,102207.22021273384,-335705.2948129766,-220944.06498227597,4.324965032970983,-1.9768721132763696,-1.320418393497758
39,1.98847e38,-661460.5132104626,-225403.91186223715,-19073.182790730953,3.1122309228153444,-1.6059210579643084,1.0350870690831802
40,1.98847e38,-452386.33407277276,-70417.1833013967,202502.88715665834,-1.3130789857314364,-1.4859572527972154,-2.6737265504661183
41,1.98847e38,-542142.659456942,-309719.02759807406,-51575.68005861633,2.316372674329439,-0.9289058201466538,-2.4741081126421003
42,1.98847e38,-794931.2128786684,-408125.74268725875,-87770.60090383873,2.5290237350491838,2.538426188293321,-0.3490616499104693
43,1.98847e38,-631928.4766381002,-266922.3185619014,281233.13061311736,6.095380053078686,-0.7149209432002926,-0.5684757334436841
44,1.98847e38,-696142.8561094608,-214643.64014675183,10907.297415465178,3.3929543860078,-2.650531378640658,0.8174494562506697
45,1.98847e38,-779228.4178516772,-169635.32934181413,79618.72570885265,5.085594616797529,-1.3749791565838343,2.688694285231846
46,1.98847e38,160189.35595020093,-532841.1850146024,180216.4864413648,2.6064715729795433,-0.14454452569541415,-2.167063938143785
47,1.98847e38,-473519.1591012986,-179812.74037420473,-37891.1827353085,0.24178159311579295,1.2442367840708097,1.4013005512698689
48,1.98847e38,-743492.9844706963,-166464.43652868812,53338.016955357045,2.1659414519933677,-0.4364628124629309,-0.959432063174555
49,1.98847e38,-494859.2823264794,-95849.1119275747,177339.3981931648,0.3834739911819329,4.494984759038271,-2.579129697044008
50,1.98847e38,-800415.234061279,-213662.6259155518,-209772.4066726232,1.1079872323725761,0.48444542696461557,-2.8720652752020683
51,1.98847e38,-779669.6067643599,-254933.58062971028,-430330.10487312864,5.25572707237412,-2.154361635442644,1.0637320179736645
52,1.98847e38,-493260.7385527035,-281804.5914147512,-62193.692814351205,-1.408433893931988,2.3498146678992815,-3.350166935299542
53,1.98847e38,-580480.0041949153,-123252.24045779053,-184262.8022688724,-0.0026978179234382615,-3.3659917572400078,2.527861273813649
54,1.98847e38,-601405.147635816,-196999.85942837896,-20557.605927502707,-0.06534511182638081,-4.1725805476764855,-0.988147562535723
55,1.98847e38,-619920.13944655,-103031.4742217512,-211411.83468299164,0.2850655199644674,3.3488007072623507,-4.55904433523192
56,1.98847e38,-652873.6450842527,-344810.78329286166,40414.30103707276,4.2203103189428415,-6.512935452896117,3.415515274333902
57,1.98847e38,-850784.2741896234,-238438.16971021442,220599.6629618777,4.82169169954561,-6.881053506138145,1.0389870074870478
58,1.98847e38,-636136.3912470115,-21832.307284937866,168475.94505298938,-3.936669600498843,-4.731875202008813,-1.5738767226159889
59,1.98847e38,-719188.1342555676,-177314.9493567563,31993.723621528137,7.795111960042398,-1.499390653105088,0.49627852611609263
60,1.98847e38,-611283.5645995957,-226044.20026683892,87705.87881353659,3.839612090589419,2.3641917334963396,-0.73741280524869
61,1.98847e38,-605754.4453244432,-28922.940683332854,88276.14850910842,5.032783619962433,-0.6942301538114701,2.928660961343109
62,1.98847e38,-801736.2168253502,-84863.88354978999,-90110.23102749439,6.20631845871518,0.511990403258746,5.4594957696943
63,1.98847e38,-633000.5692201832,-467543.1673001996,123050.81373297078,-0.35304323272942595,-3.4312275767940035,-0.09887208518438373
64,1.98847e38,33699.38320461707,208239.76368538215,281517.99418220035,3.4756420500648146,3.057406304506267,1.4677228359073835
65,1.98847e38,-674881.6864331585,-25577.16196494321,-2438.864700135647,6.178917139816726,1.3574228442734848,0.2347286271344642
66,1.98847e38,-534050.7874981549,-361779.6502253377,-110435.92434040715,5.8689738755173835,2.292422399750661,0.9824528382725789
67,1.98847e38,-588265.9152342067,-61902.585860187246,-213664.80389460857,3.4264428830584843,0.47151953896552373,6.083242264939396
68,1.98847e38,-461617.6285580522,-586940.0135666183,118143.95151993509,4.830657048136763,2.0709926874930256,2.2793515740657533
